url,scraped_at,product_name,ingredients,form,brand,brand_slug,from_cache,life_stage,price
https://www.brit-petfood.com/en/products/1074784-brit-care-cat-grain-free-kitten-gentle-digestion-and-strong-immunity,2025-09-11T14:53:13.174873,Brit Care Cat Grain-Free KITTEN GENTLE DIGESTION AND STRONG IMMUNITY,"Composition:dehydrated salmon (30%), fresh salmon (26%), poultry fat (preserved with tocopherols, 12%), yellow peas (12%), chickpeas (7%), salmon oil (3%), hydrolyzed chicken liver (2%), linseed (2%), dried apples (2%), pea flour, brewer´s yeast (1%), colostrum (0.5%), dried chamomile (0.5%), algae oil (0.3%, Schizochytrium limacinum), dried sea buckthorn (0.3%), dried cranberries (0.2%), fructooligosaccharides (0.025%), mannan-oligosaccharides (0.02%), Mojave yucca (0.01%), inactivated bacteria and parts thereof (Lactobacillus helveticus HA – 122 inactivated 15x109 cells/kg).",dry,Brit,brit,True,,
https://www.brit-petfood.com/en/products/1074804-brit-care-dog-functional-snack-christmas-edition,2025-09-11T14:53:13.200994,Brit Care Dog Functional Snack Christmas Edition,"Composition:turkey protein (30%), yellow peas, glycerol of vegetable origin, hydrolysed chicken protein (10%), pumpkin, red lentils, collagen (4%), dried cranberries (4%), hydrolysed chicken liver (2%), dried cinnamon (1%), fulvic acid (0.5%), cantaloupe melon extract (0.01%), Lactobacillus helveticus HA – 122 inactivated (15x109 cells/kg).",dry,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/579959-brit-care-dog-hair-and-skin-insectandfish,2025-09-11T14:53:13.223202,Brit Care Dog Hair & Skin. Insect&Fish,"Composition:insects dehydrated (14%), white fish dehydrated (14%), yellow peas (14%), green peas (14%), dried apple pulp, pea protein, coconut oil (8%), white fish protein hydrolyzed (4%), brewer´s yeast, salmon oil (2%),  linseed (2%), eggs shells, glucosamine (0.02%), chondroitin sulphate (0.015%), fructo-oligosaccharides (0.012%), mannan-oligosaccharides (0.012%), Mojave yucca (0.01%), inulin (0.009%), dried milk thistle (0.005%), dried rosemary (0.005%), dried cloves (0.005%), dried citrus (0.005%), dried curcuma (0.005%),Lactobacillus acidophilusHA – 122 inactivated (15x109cells/kg).",,Brit,brit,True,adult,
https://www.brit-petfood.com/en/products/dogs/651291-brit-care-dog-crunchy-cracker-insects-with-whey-enriched-with-probiotics,2025-09-11T14:53:13.249397,Brit Care Dog Crunchy Cracker. Insects with Whey enriched with Probiotics,"Composition:insect protein (26%), peas, whey (14%), potato starch, coconut oil, pea protein, linseed (5%), hydrolyzed chicken liver, dried algae (2%,Schizochytrium limacinum), dried apple pulp, rapeseed oil,Lactobacillus acidophilusHA – 122 inactivated (15x109cells/kg).",raw,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/651284-brit-care-crunchy-cracker-insects-with-rabbit-enriched-with-fennel,2025-09-11T14:53:13.272315,Brit Care Crunchy Cracker. Insects with Rabbit enriched with Fennel,"Composition:insect protein (26%), peas, rabbit protein (14%), potato starch, coconut oil, linseed (4%), dried apple pulp, hydrolyzed chicken liver, dried fennel (1%), dried algae (1%,Schizochytrium limacinum), rapeseed oil.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/651289-brit-care-crunchy-cracker-insects-with-salmon-enriched-with-thyme,2025-09-11T14:53:13.294903,Brit Care Crunchy Cracker. Insects with Salmon enriched with Thyme,"Composition:insect protein (26%), peas, salmon protein (14%), potato starch, coconut oil, linseed (4%), dried apple pulp, hydrolyzed chicken liver, dried thyme (1%), dried algae (1%,Schizochytrium limacinum), rapeseed oil.",raw,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/651285-brit-care-crunchy-cracker-insects-with-lamb-enriched-with-raspberries,2025-09-11T14:53:13.320128,Brit Care Crunchy Cracker. Insects with Lamb enriched with Raspberries,"Composition:insect protein (26%), peas, lamb protein (14%), potato starch, coconut oil, linseed (4%), dried apple pulp, hydrolyzed chicken liver, dried raspberries (1%), dried algae (1%,Schizochytrium limacinum), rapeseed oil.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/651290-brit-care-crunchy-cracker-insects-with-tuna-enriched-with-mint,2025-09-11T14:53:13.344337,Brit Care Crunchy Cracker. Insects with Tuna enriched with Mint,"Composition:insect protein (26%), peas, tuna protein (14%), potato starch, coconut oil, linseed (4%), dried apple pulp, hydrolyzed chicken liver, dried mint (1%), dried algae (1%,Schizochytrium limacinum), rapeseed oil.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/651287-brit-care-crunchy-cracker-insects-with-turkey-and-apples,2025-09-11T14:53:13.366719,Brit Care Crunchy Cracker. Insects with Turkey and Apples,"Composition:insect protein (26%), peas, turkey protein (14%), potato starch, coconut oil, dried apple pulp (5%), linseed (4%), hydrolyzed chicken liver, dried algae (1%,Schizochytrium limacinum), rapeseed oil.",raw,Brit,brit,True,,
https://www.brit-petfood.com/en/products?page=1,2025-09-11T14:53:13.390159,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products?page=2,2025-09-11T14:53:13.421328,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products?page=3,2025-09-11T14:53:13.451366,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products?page=4,2025-09-11T14:53:13.480059,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products?page=5,2025-09-11T14:53:13.509029,,,,Brit,brit,True,puppy,
https://www.brit-petfood.com/en/products?page=6,2025-09-11T14:53:13.539904,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products?page=34,2025-09-11T14:53:13.568102,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs,2025-09-11T14:53:13.597207,,,dry,Brit,brit,True,puppy,
https://www.brit-petfood.com/en/products/cats,2025-09-11T14:53:13.657781,,,dry,Brit,brit,True,adult,
https://www.brit-petfood.com/en/products/rodents,2025-09-11T14:53:13.693195,,,dry,Brit,brit,True,adult,
http://brit-petfood.com/bg/products,2025-09-11T14:53:13.723427,,,,Brit,brit,True,,
http://brit-petfood.com/cl/products,2025-09-11T14:53:13.750852,,,,Brit,brit,True,puppy,
http://brit-petfood.com/cy/products,2025-09-11T14:53:13.780894,,,,Brit,brit,True,,
http://brit-petfood.com/de/products,2025-09-11T14:53:13.809705,,,,Brit,brit,True,,
http://brit-petfood.com/et/products,2025-09-11T14:53:13.837830,,,,Brit,brit,True,,
http://brit-petfood.com/es/products,2025-09-11T14:53:13.868518,,,,Brit,brit,True,,
http://brit-petfood.com/fi/products,2025-09-11T14:53:13.896965,,,,Brit,brit,True,,
http://brit-petfood.com/fr/products,2025-09-11T14:53:13.926137,,,,Brit,brit,True,,
http://brit-petfood.com/gr/products,2025-09-11T14:53:13.954320,,,,Brit,brit,True,puppy,
http://brit-petfood.com/hr/products,2025-09-11T14:53:13.985926,,,,Brit,brit,True,,
http://brit-petfood.com/hu/products,2025-09-11T14:53:14.014631,,,,Brit,brit,True,,
http://brit-petfood.com/it/products,2025-09-11T14:53:14.042855,,,,Brit,brit,True,,
http://brit-petfood.com/lt/products,2025-09-11T14:53:14.071245,,,,Brit,brit,True,,
http://brit-petfood.com/lv/products,2025-09-11T14:53:14.102595,,,,Brit,brit,True,,
http://brit-petfood.com/my/products,2025-09-11T14:53:14.131534,,,,Brit,brit,True,puppy,
http://brit-petfood.com/nl/products,2025-09-11T14:53:14.161164,,,,Brit,brit,True,puppy,
http://brit-petfood.com/no/products,2025-09-11T14:53:14.190514,,,,Brit,brit,True,,
http://brit-petfood.com/pe/products,2025-09-11T14:53:14.221601,,,,Brit,brit,True,adult,
http://brit-petfood.com/pl/products,2025-09-11T14:53:14.269966,,,wet,Brit,brit,True,senior,"13,20 zł"
http://brit-petfood.com/ro/products,2025-09-11T14:53:14.370498,,,,Brit,brit,True,,
http://brit-petfood.com/sr/products,2025-09-11T14:53:14.398471,,,,Brit,brit,True,,
http://brit-petfood.com/sv/products,2025-09-11T14:53:14.427203,,,,Brit,brit,True,,
http://brit-petfood.com/sk/products,2025-09-11T14:53:14.458768,,,,Brit,brit,True,,
http://brit-petfood.com/ua/products,2025-09-11T14:53:14.487281,,,,Brit,brit,True,,
http://brit-petfood.com/en/products,2025-09-11T14:53:14.515454,,,,Brit,brit,True,,
http://brit-petfood.com/uy/products,2025-09-11T14:53:14.543980,,,,Brit,brit,True,adult,
https://www.brit-petfood.com/en/products,2025-09-11T14:53:14.574441,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products/rodents?brand=6760-brit-animals,2025-09-11T14:53:14.603768,,,dry,Brit,brit,True,adult,
https://brit-petfood.com/en/products/dogs?brand=544299-brit-jerky-new,2025-09-11T14:53:14.637524,,,dry,Brit,brit,True,puppy,
https://brit-petfood.com/en/products/cats?brand=7477-brit-care-new&amp;productType=6806-dry,2025-09-11T14:53:14.682781,,,dry,Brit,brit,True,adult,
https://www.brit-petfood.com/en/products/rodents/5157-brit-animals-rabbit-junior-complete,2025-09-11T14:53:14.720726,Brit Animals RABBIT JUNIOR Complete,"Composition:alfalfa, herbs (nettle, dandelion, plantain), barley, dried apples, corn, wheat, carrot, linseed, brewer´s yeast, mannan-oligosaccharides (75 mg/kg), fructo-oligosaccharides (50 mg/kg), milk thistle (50 mg/kg), Yucca schidigera extract (45 mg/kg).",,Brit,brit,True,senior,
https://www.brit-petfood.com/en/products/dogs/5160-brit-training-snack-s,2025-09-11T14:53:14.743654,Brit Training Snack S,"Composition:rice, chicken, glucose syrup, salmon oil, hydrolysed chicken liver, collagen.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/5164-brit-training-snack-m,2025-09-11T14:53:14.766639,Brit Training Snack M,"Composition:rice, chicken, glucose syrup, salmon oil, hydrolysed chicken liver, collagen.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/5168-brit-training-snack-l,2025-09-11T14:53:14.790632,Brit Training Snack L,"Composition:rice, chicken, glucose syrup, salmon oil, hydrolysed chicken liver, collagen.",,Brit,brit,True,,
